                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                          5         10.214        1.2035e+06         4.1898e+05           33456             35         2.0102           6.8883     
     '@swpref/private/datastruct'                                           5        0.25724        2.5587e+05                 32            8928        0.88149        0.25724          0.88149     
     'swpref.swpref>swpref.set_data'                                       55         7.6089        6.4453e+05         3.2259e+05           33456         26.073         3.0816           10.559     
     'swpref.swpref>swpref.get_data'                                        4         0.1809             43024              37984           33264        0.61989       0.074814          0.25636     
     'swpref.swpref>swpref.get_set_static'                                 64         1.1991        1.2693e+05              33456           33456         4.1091         1.1991           4.1091     
     'swpref.swpref>swpref.check_names'                                    59        0.43311             14176                  0            1328         1.4841        0.43311           1.4841     
     '@swpref/private/datastruct>mustBeInteger'                            30        0.65753             60000              83232            2832         2.2531        0.65753           2.2531     
     '@swpref/private/datastruct>mustBeNonnegative'                        30         0.2904              9136               1712            1168        0.99508         0.2904          0.99508     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                 5        0.11033             11152               1232            5152        0.37806       0.024928          0.08542     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                 5        0.10994              9344               1232            3376        0.37672       0.024741         0.084779     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                 5        0.10874              8016               1232            3328        0.37263        0.02459         0.084261     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                 5        0.10852              8368               1232            3376        0.37185       0.024517         0.084011     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                 5        0.10862              8400               1232            3408        0.37221       0.024513         0.083997     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                 5        0.10937              6976               1232            3024        0.37477       0.024754         0.084823     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                 5        0.10862             40320              34576           33344        0.37219       0.024617         0.084354     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                 5        0.11032              9616               1232            3456        0.37804       0.024812         0.085022     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'                5        0.10953              8016               1232            3376        0.37532       0.024828         0.085077     
     '@swpref/private/datastruct>check_size'                               45        0.76169             50832              33344           33344           2.61        0.76169             2.61     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                30        0.43751             40400               7488            4336         1.4992        0.14736          0.50497     
     '@swpref/private/datastruct>mustBeLessThan'                           30        0.29014              8544                  0            1168        0.99422        0.29014          0.99422     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'         5       0.073311              9344               9520            4352        0.25121       0.024589         0.084258     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                  5       0.048722              1648               8288            1072        0.16695       0.048722          0.16695     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               10        0.14598             15680               9584            4352        0.50021       0.049223          0.16867     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,4)'                5       0.072626              6304               1232            2352        0.24886       0.024546         0.084111     
