                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                          9          18.02        3.5208e+06         1.1286e+06      4.2597e+05         48.099         3.5169           9.3873     
     '@swpref/private/datastruct'                                           9        0.44818        3.8059e+05                  0            8928         1.1963        0.44818           1.1963     
     'swpref.swpref>swpref.set_data'                                       99         13.467        1.3644e+06          7.157e+05      2.2926e+05         35.946         5.4363            14.51     
     'swpref.swpref>swpref.get_data'                                        4        0.17544              9872               4832            2064        0.46828       0.072385          0.19321     
     'swpref.swpref>swpref.get_set_static'                                112         2.0842        2.9373e+05                432       1.311e+05         5.5631         2.0842           5.5631     
     'swpref.swpref>swpref.check_names'                                   103        0.74762             22624                 32            1328         1.9955        0.74762           1.9955     
     '@swpref/private/datastruct>mustBeInteger'                            54         1.1632        1.2938e+05         1.1474e+05           32208         3.1049         1.1632           3.1049     
     '@swpref/private/datastruct>mustBeNonnegative'                        54        0.51212             12912              33984            1168          1.367        0.51212            1.367     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                 9        0.19413             14864         2.6446e+05            5152        0.51817       0.043601          0.11638     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                 9        0.19371             13056               2448            3376        0.51704        0.04359          0.11635     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                 9        0.19291             11728               2448            3328        0.51492       0.043514          0.11615     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                 9        0.19533             12080               2448            3376        0.52137       0.043399          0.11584     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                 9        0.19199             12112               2448            3408        0.51247       0.043247          0.11543     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                 9        0.19161             11760               3520            3024        0.51146       0.043256          0.11546     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                 9        0.19265             10688               2448            3024        0.51422       0.043954          0.11732     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                 9        0.19279             13328               2448            3456        0.51458       0.043337          0.11568     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'                9        0.19439             11728               2448            3376        0.51887       0.043223          0.11537     
     '@swpref/private/datastruct>check_size'                               81         1.3484             25472         2.6309e+05            1376         3.5991         1.3484           3.5991     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                54        0.77068             62672              14784            4336         2.0571         0.2593          0.69212     
     '@swpref/private/datastruct>mustBeLessThan'                           54        0.51138             13152                  0            1168          1.365        0.51138            1.365     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'         9         0.1295             13056              10592            4352        0.34565       0.043409          0.11587     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                  9       0.086086              2416               8144            1072        0.22978       0.086086          0.22978     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               18        0.25724             22784              11840            4352        0.68662       0.086668          0.23133     
