                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                         14         26.294        2.4762e+06         1.1339e+06           34176         38.756         5.3065           7.8215     
     '@swpref/private/datastruct'                                          14         0.6731        5.4563e+05                496            8928        0.99211         0.6731          0.99211     
     'swpref.swpref>swpref.set_data'                                      154         19.429        1.1408e+06         7.7771e+05           34112         28.638         8.2016           12.089     
     'swpref.swpref>swpref.get_data'                                        4        0.17281              9872               4832            2064        0.25472       0.071341          0.10515     
     'swpref.swpref>swpref.get_set_static'                                172         3.0612             86960              38032           33392          4.512         3.0612            4.512     
     'swpref.swpref>swpref.check_names'                                   158         1.1028             63664              23744           25696         1.6255         1.1028           1.6255     
     '@swpref/private/datastruct>mustBeInteger'                            84         1.7517        1.7072e+05          1.839e+05           32192         2.5819         1.7517           2.5819     
     '@swpref/private/datastruct>mustBeNonnegative'                        84        0.77162             19456               2608            1168         1.1373        0.77162           1.1373     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                14        0.29171             19504               3968            5152        0.42996       0.065708          0.09685     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                14         0.2911             17696               3968            3376        0.42906       0.065359         0.096336     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                14        0.29162             16368               3968            3328        0.42983       0.066978         0.098722     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                14        0.29165             16720               3968            3376        0.42988       0.066964         0.098701     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                14         0.2891             16752               3968            3408        0.42612       0.065056         0.095889     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                14        0.28781             15328               3968            3024        0.42421       0.064914          0.09568     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                14        0.28801             15328               3968            3024        0.42451       0.064882         0.095633     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                14        0.29182             17968               3968            3456        0.43013       0.065127         0.095994     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'               14        0.28894             49824              37424           33456        0.42588        0.06517         0.096057     
     '@swpref/private/datastruct>check_size'                              126         2.0216             66496              33456           33456         2.9797         2.0216           2.9797     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                84         1.1573             91536              24928            4336         1.7058        0.38862           0.5728     
     '@swpref/private/datastruct>mustBeLessThan'                           84        0.76868             19936                  0            1168          1.133        0.76868            1.133     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'        14        0.19475             20112              14672            4352        0.28705       0.065165          0.09605     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                 14        0.12958              5792              10608            2320          0.191        0.12958            0.191     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               28        0.38637             35104              16752            4352        0.56949        0.12974          0.19123     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,4)'               14        0.19206             14656               3968            2352        0.28308       0.064618         0.095244     
