                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                          9         18.302        1.8681e+06         2.7219e+06           33696         47.123          3.551           9.1427     
     '@swpref/private/datastruct'                                           9        0.45461        3.8061e+05                  0            8928         1.1705        0.45461           1.1705     
     'swpref.swpref>swpref.set_data'                                       99         13.698        9.1566e+05         2.4239e+06           33696         35.269         5.5231            14.22     
     'swpref.swpref>swpref.get_data'                                        4        0.17883              9872               4832            2064        0.46044       0.073647          0.18962     
     'swpref.swpref>swpref.get_set_static'                                112         2.0974        1.6915e+05                480            4528         5.4001         2.0974           5.4001     
     'swpref.swpref>swpref.check_names'                                   103         0.7524             22624                  0            1328         1.9372         0.7524           1.9372     
     '@swpref/private/datastruct>mustBeInteger'                            54         1.1833        1.2864e+05         1.4747e+05           33696         3.0468         1.1833           3.0468     
     '@swpref/private/datastruct>mustBeNonnegative'                        54         0.5199             13888               1712            1168         1.3386         0.5199           1.3386     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                 9        0.21533             14864               2480            5152        0.55442       0.044099          0.11354     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                 9        0.20874             13056               2448            3376        0.53744       0.044034          0.11337     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                 9        0.19381             11728               2448            3328          0.499       0.043765          0.11268     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                 9        0.19494             12080               2448            3376        0.50192       0.044005           0.1133     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                 9        0.19448             12112               2448            3408        0.50073       0.043779          0.11272     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                 9         0.2002             10688               2448            3024        0.51546       0.043895          0.11302     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                 9        0.20298             10688               2448            3024        0.52261       0.043794          0.11276     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                 9        0.19555             13328               2448            3456        0.50349       0.043963          0.11319     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'                9        0.19402             11728               2448            3376        0.49955       0.043765          0.11268     
     '@swpref/private/datastruct>check_size'                               81          1.405             24400                 32            1376         3.6174          1.405           3.6174     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                54        0.78848             63696              15808            4336         2.0301        0.26284          0.67674     
     '@swpref/private/datastruct>mustBeLessThan'                           54        0.52564             14176               1024            1216         1.3534        0.52564           1.3534     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'         9        0.13273             13056              10592            4352        0.34175       0.046371          0.11939     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                  9       0.086361              2416               8144            1072        0.22235       0.086361          0.22235     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               18        0.26182             22784              11840            4352         0.6741       0.089145          0.22952     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,4)'                9        0.12893             10016               2448            2352        0.33195       0.043472          0.11193     
