                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                          9         17.819         2.051e+06          1.042e+06       1.015e+05          6.109         3.5958           1.2328     
     '@swpref/private/datastruct'                                           9        0.45898        3.8075e+05                  0            8928        0.15735        0.45898          0.15735     
     'swpref.swpref>swpref.set_data'                                       99         13.193        1.0726e+06         7.5954e+05       1.015e+05          4.523         5.2613           1.8037     
     'swpref.swpref>swpref.get_data'                                        4        0.18031              9872               4832            2064       0.061814       0.069976          0.02399     
     'swpref.swpref>swpref.get_set_static'                                112         2.0882        3.6645e+05              35760       1.015e+05         0.7159         2.0882           0.7159     
     'swpref.swpref>swpref.check_names'                                   103        0.71453             22624                  0            1328        0.24496        0.71453          0.24496     
     '@swpref/private/datastruct>mustBeInteger'                            54         1.1263             94800         1.1406e+05            2832        0.38613         1.1263          0.38613     
     '@swpref/private/datastruct>mustBeNonnegative'                        54        0.50771             13696               2576            1168        0.17406        0.50771          0.17406     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                 9        0.25077             14720               2448            5152        0.08597       0.045207         0.015498     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                 9         0.1867             13056               2448            3376       0.064005       0.042255         0.014486     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                 9        0.18569             11728               2448            3328       0.063661        0.04223         0.014478     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                 9        0.19526             12080               2448            3376       0.066939       0.041938         0.014377     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                 9        0.18481             12112               2448            3408       0.063357       0.041715         0.014301     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                 9        0.18814             10688               2384            3024       0.064499        0.04369         0.014978     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                 9        0.18916             44576              36336           34080        0.06485       0.044253         0.015171     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                 9        0.18649             13328               2448            3456       0.063932       0.042001         0.014399     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'                9         0.1854             11728               2448            3376       0.063561       0.042497         0.014569     
     '@swpref/private/datastruct>check_size'                               81         1.3666             58144              33888           34080        0.46852         1.3666          0.46852     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                54        0.76191             62384              14816            4336         0.2612        0.25817         0.088509     
     '@swpref/private/datastruct>mustBeLessThan'                           54        0.50374             13152                  0            1168         0.1727        0.50374           0.1727     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'         9        0.12503             13056              10448            4352       0.042863       0.042064         0.014421     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                  9       0.082963              2416               8000            1072       0.028442       0.082963         0.028442     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               18        0.24777             57056              45824           33456       0.084944       0.083171         0.028513     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,4)'                9        0.12333             10016               2448            2352       0.042282       0.041648         0.014278     
