                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                          9         17.785         1.898e+06         2.2327e+06           34192         47.475         3.5495           9.4752     
     '@swpref/private/datastruct'                                           9        0.43982        3.8067e+05                  0            8928         1.1741        0.43982           1.1741     
     'swpref.swpref>swpref.set_data'                                       99          13.22        1.0359e+06          2.066e+06           34192          35.29         5.3794            14.36     
     'swpref.swpref>swpref.get_data'                                        4        0.17243              9872               4832            2064        0.46028       0.071342          0.19044     
     'swpref.swpref>swpref.get_set_static'                                112         2.0162        1.9274e+05              33552           33456          5.382         2.0162            5.382     
     'swpref.swpref>swpref.check_names'                                   103        0.72616             55904              35504           33664         1.9384        0.72616           1.9384     
     '@swpref/private/datastruct>mustBeInteger'                            54         1.1403        1.2862e+05         1.4746e+05           33680         3.0439         1.1403           3.0439     
     '@swpref/private/datastruct>mustBeNonnegative'                        54        0.49959             14960               1744            1168         1.3336        0.49959           1.3336     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                 9        0.18953             14864               2448            5152        0.50593       0.042659          0.11388     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                 9        0.18931             13056               2448            3376        0.50535       0.042606          0.11373     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                 9        0.19085             11728               2448            3328        0.50946       0.042449          0.11331     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                 9        0.18851             12080               2448            3376        0.50321        0.04238          0.11313     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                 9        0.18784             45696              36032           34192        0.50143       0.042332            0.113     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                 9        0.18696             10688               2448            3024        0.49907       0.042227          0.11272     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                 9        0.18856             10688               2448            3024        0.50335       0.042355          0.11306     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                 9         0.1889             13328               2448            3456        0.50424        0.04251          0.11348     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'                9        0.18905             11728               2448            3376        0.50464       0.042403          0.11319     
     '@swpref/private/datastruct>check_size'                               81         1.3176             24528              33584            1376         3.5172         1.3176           3.5172     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                54        0.75884             97872              49984           32880         2.0257         0.2563          0.68418     
     '@swpref/private/datastruct>mustBeLessThan'                           54        0.50254             48352              35200           32880         1.3415        0.50254           1.3415     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'         9         0.1364             13056              10592            4352         0.3641       0.052281          0.13956     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                  9       0.084114              2416               8144            1072        0.22454       0.084114          0.22454     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               18        0.25115             22784          1.756e+05            4352        0.67042       0.084543          0.22568     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,4)'                9         0.1249             10016               2448            2352        0.33341       0.042019          0.11217     
