                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                          5         6.7127         1.237e+07          4.755e+06      7.1182e+05          34.93         1.3216           6.8772     
     '@swpref/private/datastruct'                                           5        0.17426        7.8642e+05         3.8579e+05      2.2472e+05        0.90679        0.17426          0.90679     
     'swpref.swpref>swpref.set_data'                                       55         4.9962         7.374e+06         3.7072e+06      6.1886e+05         25.998         2.0214           10.519     
     'swpref.swpref>swpref.get_data'                                        4        0.11841             51696              43792           33360        0.61616       0.048995          0.25495     
     'swpref.swpref>swpref.get_set_static'                                 64        0.78519        2.6775e+06         1.2593e+06      6.1886e+05         4.0858        0.78519           4.0858     
     'swpref.swpref>swpref.check_names'                                    59         0.2857        4.8538e+05              34048      3.3957e+05         1.4867         0.2857           1.4867     
     '@swpref/private/datastruct>mustBeInteger'                            30         0.4334             62208              91568            2832         2.2552         0.4334           2.2552     
     '@swpref/private/datastruct>mustBeNonnegative'                        30        0.18984             42624               1488           33360        0.98785        0.18984          0.98785     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                 5        0.07394             14064               1264            6976        0.38475       0.016927         0.088081     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                 5       0.073164             16880               1264            5840        0.38072       0.016558         0.086161     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                 5       0.071958              8128               1264            3360        0.37444       0.016283          0.08473     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                 5       0.071617              8640               1264            3408        0.37267        0.01639         0.085287     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                 5       0.072705             14512               1008            5840        0.37833       0.016795         0.087394     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                 5       0.070933             40688              34944           33680        0.36911       0.016231         0.084459     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                 5       0.070653              6992               1264            3056        0.36765        0.01615         0.084038     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                 5       0.073284             10880               1264            4736        0.38134       0.016826         0.087556     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'                5       0.070855              8192               1264            3424         0.3687       0.016143         0.084002     
     '@swpref/private/datastruct>check_size'                               45        0.50081             64224              33680           33680          2.606        0.50081            2.606     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                30        0.28695             53648              18272            6576         1.4932       0.097436          0.50702     
     '@swpref/private/datastruct>mustBeLessThan'                           30        0.18952             14384               5712            5840        0.98617        0.18952          0.98617     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'         5       0.049033              9408               9424            4400        0.25515       0.016365         0.085157     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                  5       0.032668              1664               8160            1088        0.16999       0.032668          0.16999     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               10       0.095872             21264              14768            5840        0.49888       0.032181          0.16746     
