                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                          9         13.721        2.5492e+07         1.1089e+07      2.3254e+06         3.5168         2.6864          0.68853     
     '@swpref/private/datastruct'                                           9        0.35742        3.2732e+06         4.3371e+05      9.4072e+05        0.09161        0.35742          0.09161     
     'swpref.swpref>swpref.set_data'                                       99         10.228        8.8278e+06         8.0243e+06      1.3494e+06         2.6215         4.1431           1.0619     
     'swpref.swpref>swpref.get_data'                                        4        0.13093             10496               4048            2080       0.033559       0.053999          0.01384     
     'swpref.swpref>swpref.get_set_static'                                112         1.5631        1.7195e+05         3.5821e+06           46752        0.40065         1.5631          0.40065     
     'swpref.swpref>swpref.check_names'                                   103        0.56297        1.2128e+05                  0           98256        0.14429        0.56297          0.14429     
     '@swpref/private/datastruct>mustBeInteger'                            54        0.88581        3.3524e+06         1.5602e+05      1.3494e+06        0.22704        0.88581          0.22704     
     '@swpref/private/datastruct>mustBeNonnegative'                        54        0.38812             81072         1.9968e+05           33504       0.099478        0.38812         0.099478     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                 9        0.14729        4.1376e+05         4.5701e+05      3.6698e+05       0.037752       0.033094        0.0084822     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                 9        0.14672             13440               2576            3408       0.037605       0.033432        0.0085688     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                 9        0.14844             11824               2576            3360       0.038047       0.033445        0.0085722     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                 9         0.1454             12336               2576            3408       0.037266       0.032958        0.0084474     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                 9        0.14416             12368               2576            3440       0.036948       0.032544        0.0083412     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                 9        0.14758             10800               2576            3056       0.037827       0.033438        0.0085704     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                 9        0.14531             10800               2576            3056       0.037244        0.03293        0.0084402     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                 9        0.14605             13408               2560            3488       0.037434       0.032835        0.0084158     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'                9        0.14564             11968               2560            3424        0.03733       0.034061        0.0087301     
     '@swpref/private/datastruct>check_size'                               81         1.0179        3.9243e+05         1.8339e+05      3.6698e+05        0.26088         1.0179          0.26088     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                54        0.58511        1.3091e+06              16928      7.2022e+05        0.14997        0.19674         0.050425     
     '@swpref/private/datastruct>mustBeLessThan'                           54        0.38837        5.3707e+05               1760      5.2403e+05       0.099542        0.38837         0.099542     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'         9        0.10109             13200              10784            4400       0.025911       0.034147        0.0087521     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                  9       0.066947              2464               8208            1088       0.017159       0.066947         0.017159     
