                         FunctionName                          NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem     PercentageTime    SelfTime     SelfPercentageTime
    ________________________________________________________    ________    _________    _________________    _____________    _________    ______________    _________    __________________

     'swpref.swpref>swpref.swpref'                                 14           2.468                0                  0              0         0.37861        0.52375          0.080346    
     '@swpref\private\datastruct'                                  14         0.41318                0                  0              0        0.063384        0.41318          0.063384    
     'swpref.swpref>swpref.set_data'                              154          1.4452                0                  0              0          0.2217        0.10854           0.01665    
     'swpref.swpref>swpref.get_data'                                4        0.005246                0                  0              0      0.00080477       0.002961        0.00045424    
     'swpref.swpref>swpref.get_set_static'                        172        0.050257                0                  0              0       0.0077097       0.050257         0.0077097    
     'swpref.swpref>swpref.check_names'                           158        0.042208                0                  0              0        0.006475       0.042208          0.006475    
     '@swpref\private\datastruct>mustBeInteger'                    84         0.18874                0                  0              0        0.028953        0.18874          0.028953    
     '@swpref\private\datastruct>mustBeNonnegative'                84       0.0031689                0                  0              0      0.00048613      0.0031689        0.00048613    
     '@swpref\private\datastruct>@(x)check_size(x,Size 1 )'        14        0.010842                0                  0              0       0.0016632      0.0079818         0.0012245    

                               :                                   :            :                :                  :              :              :               :                :         

     'strtok'                                                       1        0.013344                0                  0              0        0.002047       0.007214         0.0011067    
     'strtok>doStrtok'                                              1       0.0061296                0                  0              0      0.00094032      0.0061296        0.00094032    
     'sw_parstr'                                                    1        0.042018                0                  0              0       0.0064459       0.028675         0.0043989    
     'sumn'                                                         1        0.010781                0          1.099e+07              0       0.0016539       0.010781         0.0016539    
     'sw_resconv'                                                   1        0.026263                0                  0              0       0.0040289       0.023007         0.0035295    
     'gaussfwhm'                                                    1       0.0032555                0                  0              0      0.00049942      0.0032555        0.00049942    
     'BiFeO3'                                                       1          651.86       2.1288e+10         2.1304e+10      1.521e+09          99.999      0.0002175        3.3366e-05    
     'run'                                                          1          651.86       2.1288e+10         2.1304e+10      1.521e+09          99.999      0.0011942         0.0001832    
     'run_performance_tests'                                        1          651.86       2.1288e+10         2.1304e+10      1.521e+09             100      0.0037918        0.00058169    

	Display all 94 rows.

