                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                         14         20.936        6.2257e+06         2.3759e+06      6.0205e+05          5.414         4.1375             1.07     
     '@swpref/private/datastruct'                                          14        0.54389         5.655e+05                  0            8928        0.14065        0.54389          0.14065     
     'swpref.swpref>swpref.set_data'                                      154         15.567        4.9492e+06         1.2868e+06      6.0205e+05         4.0257         6.3003           1.6292     
     'swpref.swpref>swpref.get_data'                                        4         0.1321             10464               4048            2080        0.03416       0.054046         0.013976     
     'swpref.swpref>swpref.get_set_static'                                172         2.3663        2.2298e+06              48448      6.0205e+05        0.61191         2.3663          0.61191     
     'swpref.swpref>swpref.check_names'                                   158        0.84934             34224              33520            1328        0.21964        0.84934          0.21964     
     '@swpref/private/datastruct>mustBeInteger'                            84         1.3552          1.78e+05         1.5632e+05           32080        0.35046         1.3552          0.35046     
     '@swpref/private/datastruct>mustBeNonnegative'                        84        0.59192             19840               1648            1168        0.15307        0.59192          0.15307     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                14        0.22551             19872               4160            5200       0.058316       0.051378         0.013286     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                14        0.22384             18064               4160            3408       0.057886       0.050714         0.013115     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                14        0.22439             16480               4176            3360       0.058027       0.050592         0.013083     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                14        0.22236             16976               4176            3408       0.057502        0.05039         0.013031     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                14        0.22211             17792               4960            3440       0.057436       0.050131         0.012964     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                14        0.22166             15440               4176            3056       0.057321       0.050353         0.013021     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                14        0.22305             15440               4176            3056       0.057681       0.050722         0.013117     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                14        0.22357             18064               4176            3488       0.057814       0.050834         0.013146     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'               14        0.22301             16608               4176            3424        0.05767       0.050446         0.013045     
     '@swpref/private/datastruct>check_size'                              126         1.5539             35088                784            1472        0.40185         1.5539          0.40185     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                84        0.89175        1.5693e+05              58208           33504        0.23061         0.3002          0.07763     
     '@swpref/private/datastruct>mustBeLessThan'                           84        0.59155             52480                  0           33504        0.15298        0.59155          0.15298     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'        14        0.14998             17840              12384            4400       0.038785       0.050382         0.013029     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                 14       0.099598              3424               8208            1088       0.025756       0.099598         0.025756     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               28         0.2996             32320              15360            4400       0.077476        0.10101         0.026122     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,4)'               14        0.14779             14768               4176            2384        0.03822       0.049527         0.012808     
