                         FunctionName                          NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime     SelfPercentageTime
    ________________________________________________________    ________    _________    _________________    _____________    __________    ______________    _________    __________________

     'swpref.swpref>swpref.swpref'                                 17         0.89363                0                  0               0         0.82188        0.11701           0.10762    
     '@swpref\private\datastruct'                                  17        0.047147                0                  0               0        0.043361       0.047147          0.043361    
     'swpref.swpref>swpref.set_data'                              187         0.71009                0                  0               0         0.65307       0.044394          0.040829    
     'swpref.swpref>swpref.get_data'                                4       0.0043995                0                  0               0       0.0040462      0.0019489         0.0017924    
     'swpref.swpref>swpref.get_set_static'                        208        0.014115                0                  0               0        0.012982       0.014115          0.012982    
     'swpref.swpref>swpref.check_names'                           191        0.011893                0                  0               0        0.010938       0.011893          0.010938    
     '@swpref\private\datastruct>mustBeInteger'                   102        0.077788                0                  0               0        0.071541       0.077788          0.071541    
     '@swpref\private\datastruct>mustBeNonnegative'               102       0.0018199                0                  0               0       0.0016738      0.0018199         0.0016738    
     '@swpref\private\datastruct>@(x)check_size(x,Size 1 )'        17       0.0033192                0                  0               0       0.0030527       0.001982         0.0018229    

                               :                                   :            :                :                  :              :               :               :                :         

     'profile_spinwave'                                             1          108.73        4.435e+10          3.107e+10      4.1681e+09          99.999         1.5382            1.4147    
     'swfiles\private\sw_issymspec'                                 3        0.000839                0                  0               0      0.00077163       0.000839        0.00077163    
     'strtok'                                                       1       0.0024956                0                  0               0       0.0022952      0.0009599        0.00088282    
     'strtok>doStrtok'                                              1       0.0015357                0                  0               0       0.0014124      0.0015357         0.0014124    
     'sw_parstr'                                                    1       0.0077042                0                  0               0       0.0070856      0.0052086         0.0047904    
     'sumn'                                                         1         0.63243                0         1.2825e+09               0         0.58165        0.63243           0.58165    
     'sw_resconv'                                                   1          11.267       4.0078e+09                  0      4.0078e+09          10.363         11.013            10.129    
     'gaussfwhm'                                                    1         0.25446                0                  0               0         0.23403        0.25446           0.23403    
     'FMchain'                                                      1          108.73        4.435e+10          3.107e+10      4.1681e+09             100      0.0009132        0.00083987    

	Display all 90 rows.

