                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                          5         10.094        1.1037e+06          3.221e+05            8928         36.281          1.972           7.0883     
     '@swpref/private/datastruct'                                           5        0.25567        2.5587e+05                 16            8928        0.91897        0.25567          0.91897     
     'swpref.swpref>swpref.set_data'                                       55         7.5367        5.4498e+05         2.2584e+05            7056          27.09         3.0443           10.942     
     'swpref.swpref>swpref.get_data'                                        4        0.18033              9872               4832            2064        0.64818       0.074551          0.26797     
     'swpref.swpref>swpref.get_set_static'                                 64         1.1829             87728               1056            4912         4.2519         1.1829           4.2519     
     'swpref.swpref>swpref.check_names'                                    59        0.42878             14176                  0            1328         1.5412        0.42878           1.5412     
     '@swpref/private/datastruct>mustBeInteger'                            30        0.65113             60000              83440            2832         2.3404        0.65113           2.3404     
     '@swpref/private/datastruct>mustBeNonnegative'                        30        0.28637              9280               1712            1168         1.0293        0.28637           1.0293     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                 5        0.10944             11152               1232            5152        0.39336       0.024679         0.088706     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                 5        0.11019              9344               1232            3376        0.39607       0.024617         0.088483     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                 5        0.10808              8016               1232            3328        0.38847        0.02443         0.087811     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                 5        0.10865              8368               1232            3376        0.39054       0.024409         0.087736     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                 5        0.10778              8448               1280            3408        0.38741       0.024336         0.087473     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                 5        0.10938              6976               1232            3024        0.39314       0.024384         0.087646     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                 5        0.12382              6976               1232            3024        0.44504        0.03857          0.13864     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                 5        0.10869              9616               1232            3456        0.39069       0.024488         0.088019     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'                5        0.10771              8016               1232            3376        0.38714       0.024412         0.087746     
     '@swpref/private/datastruct>check_size'                               45        0.75941             17472                 48            1376         2.7296        0.75941           2.7296     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                30        0.43229             40400               7488            4336         1.5538        0.14572          0.52377     
     '@swpref/private/datastruct>mustBeLessThan'                           30        0.28657              8544                  0            1168           1.03        0.28657             1.03     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'         5       0.073253              9344               9520            4352         0.2633       0.024596         0.088408     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                  5       0.048657              1648               8288            1072        0.17489       0.048657          0.17489     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               10         0.1445             15360               9264            4352        0.51938       0.048647          0.17486     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,4)'                5       0.071642              6304               1232            2352        0.25751       0.024229         0.087089     
