                         FunctionName                          NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime     SelfPercentageTime
    ________________________________________________________    ________    _________    _________________    _____________    __________    ______________    _________    __________________

     'swpref.swpref>swpref.swpref'                                 32           0.363            94208                  0           94208        0.059218        0.10572          0.017246    
     '@swpref\private\datastruct'                                  32        0.029693                0                  0               0       0.0048439       0.029693         0.0048439    
     'swpref.swpref>swpref.set_data'                              352         0.20734            94208                  0           94208        0.033824       0.052081         0.0084962    
     'swpref.swpref>swpref.get_data'                                4       0.0018411                0                  0               0      0.00030035      0.0008609        0.00014044    
     'swpref.swpref>swpref.get_set_static'                        388        0.012782                0                  0               0       0.0020852       0.012782         0.0020852    
     'swpref.swpref>swpref.check_names'                           356        0.018845            94208                  0           94208       0.0030743       0.018845         0.0030743    
     '@swpref\private\datastruct>mustBeInteger'                   192        0.027055                0                  0               0       0.0044136       0.027055         0.0044136    
     '@swpref\private\datastruct>mustBeNonnegative'               192       0.0023808                0                  0               0      0.00038839      0.0023808        0.00038839    
     '@swpref\private\datastruct>@(x)check_size(x,Size 1 )'        32       0.0026001                0                  0               0      0.00042417      0.0013098        0.00021367    

                               :                                   :            :                :                  :              :               :               :                :         

     'strtok'                                                       1       0.0024241                0                  0               0      0.00039546      0.0008961        0.00014619    
     'strtok>doStrtok'                                              1        0.001528                0                  0               0      0.00024927       0.001528        0.00024927    
     'sw_parstr'                                                    1       0.0069571                0                  0               0       0.0011349       0.004533        0.00073949    
     'sumn'                                                         1       0.0044523                0          1.099e+07               0      0.00072633      0.0044523        0.00072633    
     'sw_resconv'                                                   1       0.0042218                0                  0               0      0.00068872      0.0032953        0.00053758    
     'gaussfwhm'                                                    1       0.0009265                0                  0               0      0.00015114      0.0009265        0.00015114    
     'BiFeO3'                                                       1          612.99        1.928e+10         1.9321e+10      6.0839e+08             100      0.0001205        1.9658e-05    
     'run'                                                          1          612.99        1.928e+10         1.9321e+10      6.0839e+08             100      0.0001252        2.0425e-05    
     'run_performance_tests'                                        1          612.99        1.928e+10         1.9321e+10      6.0839e+08             100      0.0001703        2.7782e-05    

	Display all 95 rows.

