                         FunctionName                          NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime     SelfPercentageTime
    ________________________________________________________    ________    _________    _________________    _____________    __________    ______________    _________    __________________

     'swpref.swpref>swpref.swpref'                                 18         0.71384                0                  0               0        0.69161         0.14518           0.14065    
     '@swpref\private\datastruct'                                  18        0.068525                0                  0               0       0.066391        0.068525          0.066391    
     'swpref.swpref>swpref.set_data'                              198         0.47035                0                  0               0         0.4557        0.053134          0.051479    
     'swpref.swpref>swpref.get_data'                                4       0.0040897                0                  0               0      0.0039623       0.0016709         0.0016189    
     'swpref.swpref>swpref.get_set_static'                        220        0.018002                0                  0               0       0.017441        0.018002          0.017441    
     'swpref.swpref>swpref.check_names'                           202        0.016284                0                  0               0       0.015777        0.016284          0.015777    
     '@swpref\private\datastruct>mustBeInteger'                   108        0.049975                0                  0               0       0.048418        0.049975          0.048418    
     '@swpref\private\datastruct>mustBeNonnegative'               108       0.0023061                0                  0               0      0.0022343       0.0023061         0.0022343    
     '@swpref\private\datastruct>@(x)check_size(x,Size 1 )'        18       0.0056877                0                  0               0      0.0055105       0.0033202         0.0032168    

                               :                                   :            :                :                  :              :               :               :                :         

     'strtok'                                                       1       0.0060791                0                  0               0      0.0058897        0.003246         0.0031449    
     'strtok>doStrtok'                                              1       0.0028331                0                  0               0      0.0027448       0.0028331         0.0027448    
     'sw_parstr'                                                    1        0.019897                0                  0               0       0.019277        0.013818          0.013387    
     'sumn'                                                         1          2.6226                0         1.2825e+09               0         2.5409          2.6226            2.5409    
     'sw_resconv'                                                   1          8.7704       4.0078e+09                  0      4.0078e+09         8.4972          8.6907              8.42    
     'gaussfwhm'                                                    1        0.079722                0                  0               0       0.077238        0.079722          0.077238    
     'FMchain'                                                      1          103.21       4.4558e+10         4.4561e+10      4.1681e+09         99.996       0.0006092        0.00059022    
     'run'                                                          1          103.21       4.4558e+10         4.4561e+10      4.1681e+09         99.998        0.001591         0.0015414    
     'run_performance_tests'                                        1          103.22       4.4558e+10         4.4561e+10      4.1681e+09            100       0.0024146         0.0023394    

	Display all 92 rows.

