                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                          9         14.021        1.7275e+06         8.3818e+05           34016         0.61732        2.8365           0.12488    
     '@swpref/private/datastruct'                                           9        0.37033         4.247e+05              33952           33952        0.016305       0.37033          0.016305    
     'swpref.swpref>swpref.set_data'                                       99         10.341         7.816e+05         5.9621e+05           34016         0.45527        4.3549           0.19174    
     'swpref.swpref>swpref.get_data'                                        4         0.1351             44784              38336           33808       0.0059483      0.056001         0.0024656    
     'swpref.swpref>swpref.get_set_static'                                112         1.6416             37488                784            1648        0.072275        1.6416          0.072275    
     'swpref.swpref>swpref.check_names'                                   103        0.59572             23664              34336            1328        0.026228       0.59572          0.026228    
     '@swpref/private/datastruct>mustBeInteger'                            54        0.93414             98656         1.1715e+05            2832        0.041128       0.93414          0.041128    
     '@swpref/private/datastruct>mustBeNonnegative'                        54        0.41009             14096               1664            1168        0.018055       0.41009          0.018055    
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                 9        0.15554             15280               2576            5200       0.0068483      0.035226         0.0015509    
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                 9        0.15569             15136               4272            3408       0.0068545      0.035521         0.0015639    
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                 9        0.15488             12672               3408            3360       0.0068192      0.035173         0.0015486    
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                 9        0.15438             12336               2576            3408       0.0067971      0.034931         0.0015379    
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                 9        0.15559             12320               2672            3440       0.0068503      0.035512         0.0015635    
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                 9        0.15391             10800               2576            3056       0.0067762      0.035099         0.0015453    
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                 9        0.15284             10800               2576            3056       0.0067293      0.034747         0.0015298    
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                 9        0.15635             13408               2560            3488       0.0068839      0.035383         0.0015578    
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'                9        0.15378             12800               3392            3424       0.0067705      0.034871         0.0015353    
     '@swpref/private/datastruct>check_size'                               81         1.0765             29008               2528            1696        0.047396        1.0765          0.047396    
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                54        0.62635             62224              48640            4384        0.027577        0.2141         0.0094264    
     '@swpref/private/datastruct>mustBeLessThan'                           54        0.41225             13216                  0            1168        0.018151       0.41225          0.018151    
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'         9        0.10449             13200              10784            4400       0.0046005       0.03532         0.0015551    
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                  9       0.069171              2464               8208            1088       0.0030455      0.069171         0.0030455    
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               18        0.20641             23040              12016            4400       0.0090878      0.069372         0.0030543    
