                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                          9         17.768        1.7647e+06         6.2477e+05           33600         6.1458         3.5793           1.2381     
     '@swpref/private/datastruct'                                           9          0.464        3.8083e+05                  0            9984         0.1605          0.464           0.1605     
     'swpref.swpref>swpref.set_data'                                       99          13.15         8.756e+05         3.9056e+05           33600         4.5484         5.3241           1.8416     
     'swpref.swpref>swpref.get_data'                                        4        0.17434              9872               4832            2064       0.060302        0.07128         0.024655     
     'swpref.swpref>swpref.get_set_static'                                112         1.9858         1.628e+05                 96            5344        0.68687         1.9858          0.68687     
     'swpref.swpref>swpref.check_names'                                   103        0.72228             22624                  0            1328        0.24983        0.72228          0.24983     
     '@swpref/private/datastruct>mustBeInteger'                            54         1.1621         1.284e+05         1.4766e+05           33600        0.40196         1.1621          0.40196     
     '@swpref/private/datastruct>mustBeNonnegative'                        54        0.49659             15936               3760            2048        0.17177        0.49659          0.17177     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                 9        0.18961             14720               2448            5152       0.065586       0.044299         0.015323     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                 9        0.18678             13056               2448            3376       0.064605       0.042115         0.014567     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                 9        0.18588             11728               2448            3328       0.064294       0.042092         0.014559     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                 9        0.19154             12080               2448            3376       0.066251       0.045904         0.015878     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                 9        0.18639             12112               2448            3408       0.064472       0.042183         0.014591     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                 9        0.18529             10688               2448            3024        0.06409       0.042043         0.014542     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                 9        0.18488             11744               3504            3024       0.063948       0.042025         0.014536     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                 9        0.18778             13328               2448            3456       0.064952       0.042546         0.014716     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'                9        0.18646             11728               2448            3376       0.064497        0.04215         0.014579     
     '@swpref/private/datastruct>check_size'                               81         1.2992             25312               1056            1232         0.4494         1.2992           0.4494     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                54        0.76038             62384              14784            4336        0.26301        0.25554          0.08839     
     '@swpref/private/datastruct>mustBeLessThan'                           54        0.50484             13152                  0            1168        0.17462        0.50484          0.17462     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'         9        0.13613             13056              10448            4352       0.047086         0.0502         0.017364     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                  9       0.085927              2416               8000            1072       0.029722       0.085927         0.029722     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               18        0.25881             22784              11552            4352       0.089522       0.085995         0.029745     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,4)'                9        0.12372             10016               2448            2352       0.042793       0.041852         0.014476     
