                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                          5         6.8626        1.1585e+06         4.1798e+05           33648         20.784         1.3966           4.2296     
     '@swpref/private/datastruct'                                           5        0.18557        2.6018e+05                  0            9296          0.562        0.18557            0.562     
     'swpref.swpref>swpref.set_data'                                       55           5.05        5.7774e+05         3.2066e+05           33648         15.294         2.1247           6.4347     
     'swpref.swpref>swpref.get_data'                                        4        0.12159             13536               5552            2848        0.36824       0.050857          0.15402     
     'swpref.swpref>swpref.get_set_static'                                 64        0.82329             26688                  0            1712         2.4934        0.82329           2.4934     
     'swpref.swpref>swpref.check_names'                                    59        0.29934             15008                688            1360        0.90656        0.29934          0.90656     
     '@swpref/private/datastruct>mustBeInteger'                            30        0.45638             60544              85328            2912         1.3822        0.45638           1.3822     
     '@swpref/private/datastruct>mustBeNonnegative'                        30        0.19796             10128               2416            1184        0.59954        0.19796          0.59954     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                 5       0.086114             47712              34768           33536         0.2608       0.017751          0.05376     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                 5       0.078707             11168               1248            4880        0.23837       0.018069         0.054723     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                 5       0.074433              8144               1216            3424        0.22542       0.017005         0.051501     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                 5       0.075182              8704               1216            3488        0.22769       0.017104           0.0518     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                 5       0.075216              8752               1248            3520         0.2278       0.017213         0.052131     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                 5       0.074038              7056               1248            3120        0.22423        0.01691         0.051213     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                 5       0.074321              7056               1248            3120        0.22509        0.01695         0.051334     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                 5       0.076157             10928               1232            4800        0.23065       0.017472         0.052915     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'                5       0.074569              8272               1232            3488        0.22584        0.01699         0.051455     
     '@swpref/private/datastruct>check_size'                               45        0.53327             52608              33536           33536          1.615        0.53327            1.615     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                30        0.30436             43552               7920            6048        0.92178        0.10292          0.31171     
     '@swpref/private/datastruct>mustBeLessThan'                           30        0.20144              8448                512            1184        0.61007        0.20144          0.61007     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'         5       0.050334              9424               9456            4496        0.15244       0.017013         0.051525     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                  5       0.033321              1648               8240            1072        0.10091       0.033321          0.10091     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               10        0.10072             15536               9088            4496        0.30503       0.034074           0.1032     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,4)'                5       0.049545              6368               1248            2432        0.15005       0.016841         0.051004     
