                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                          9         13.107        1.7864e+06         1.0734e+06           35648         0.38665        2.6811          0.079093    
     '@swpref/private/datastruct'                                           9        0.35122        3.8768e+05               3232            9280        0.010361       0.35122          0.010361    
     'swpref.swpref>swpref.set_data'                                       99         9.6298        7.7083e+05         7.2869e+05           35648         0.28408        4.0596           0.11976    
     'swpref.swpref>swpref.get_data'                                        4        0.14687             16240               3984            5872       0.0043326       0.06111         0.0018028    
     'swpref.swpref>swpref.get_set_static'                                112         1.5389             42208              11232            5216        0.045397        1.5389          0.045397    
     'swpref.swpref>swpref.check_names'                                   103        0.55707             28480                  0            6032        0.016434       0.55707          0.016434    
     '@swpref/private/datastruct>mustBeInteger'                            54         0.8778             98016         1.2235e+05            2832        0.025895        0.8778          0.025895    
     '@swpref/private/datastruct>mustBeNonnegative'                        54        0.38114             16048               5456            2528        0.011244       0.38114          0.011244    
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                 9        0.14756             15200               2544            5200       0.0043529      0.033762        0.00099599    
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                 9        0.14769             13360               2544            3408       0.0043567      0.033735        0.00099519    
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                 9        0.14332             11744               2544            3360       0.0042279      0.032432        0.00095675    
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                 9        0.14324             13920               4224            3408       0.0042257      0.032776         0.0009669    
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                 9        0.14499             12272               2544            3440       0.0042772      0.032986        0.00097309    
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                 9        0.14318             16544               2544            6208       0.0042238      0.032783        0.00096711    
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                 9        0.14287             10720               2544            3056       0.0042147      0.032197        0.00094982    
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                 9        0.14456             13344               2544            3488       0.0042646      0.032892        0.00097032    
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'                9        0.14251             11904               2544            3424       0.0042041      0.032489        0.00095843    
     '@swpref/private/datastruct>check_size'                               81         1.0039             27440               1680            1680        0.029614        1.0039          0.029614    
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                54        0.57327             68240              15360            5840        0.016912       0.19436         0.0057338    
     '@swpref/private/datastruct>mustBeLessThan'                           54        0.37891             18944                  0            5840        0.011178       0.37891          0.011178    
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'         9       0.096155              8720              39824            1104       0.0028366      0.032281         0.0009523    
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                  9       0.063874              2432               8208            1088       0.0018843      0.063874         0.0018843    
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               18        0.19141             22848              11952            4400       0.0056467       0.06439         0.0018995    
