                         FunctionName                          NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime     SelfPercentageTime
    ________________________________________________________    ________    _________    _________________    _____________    __________    ______________    _________    __________________

     'swpref.swpref>swpref.swpref'                                 26         0.32095                0                  0               0        0.059125       0.088699           0.01634    
     '@swpref\private\datastruct'                                  26        0.030104                0                  0               0       0.0055457       0.030104         0.0055457    
     'swpref.swpref>swpref.set_data'                              286         0.18438                0                  0               0        0.033967       0.045733          0.008425    
     'swpref.swpref>swpref.get_data'                                4       0.0024257                0                  0               0      0.00044686      0.0011264        0.00020751    
     'swpref.swpref>swpref.get_set_static'                        316        0.011854                0                  0               0       0.0021837       0.011854         0.0021837    
     'swpref.swpref>swpref.check_names'                           290        0.015307                0                  0               0       0.0028199       0.015307         0.0028199    
     '@swpref\private\datastruct>mustBeInteger'                   156        0.023955                0                  0               0        0.004413       0.023955          0.004413    
     '@swpref\private\datastruct>mustBeNonnegative'               156       0.0025765                0                  0               0      0.00047464      0.0025765        0.00047464    
     '@swpref\private\datastruct>@(x)check_size(x,Size 1 )'        26        0.002838                0                  0               0      0.00052282      0.0013955        0.00025708    

                               :                                   :            :                :                  :              :               :               :                :         

     'strtok'                                                       1       0.0030772                0                  0               0      0.00056688      0.0011574        0.00021322    
     'strtok>doStrtok'                                              1       0.0019198                0                  0               0      0.00035367      0.0019198        0.00035367    
     'sw_parstr'                                                    1       0.0091178                0                  0               0       0.0016797      0.0060406         0.0011128    
     'sumn'                                                         1       0.0050186                0          1.099e+07               0      0.00092453      0.0050186        0.00092453    
     'sw_resconv'                                                   1       0.0044964                0                  0               0      0.00082833      0.0036768        0.00067734    
     'gaussfwhm'                                                    1       0.0008196                0                  0               0      0.00015099      0.0008196        0.00015099    
     'BiFeO3'                                                       1          542.83        2.664e+10         2.6638e+10      6.0839e+08             100      0.0002075        3.8226e-05    
     'run'                                                          1          542.83        2.664e+10         2.6638e+10      6.0839e+08             100      0.0001542        2.8407e-05    
     'run_performance_tests'                                        1          542.83        2.664e+10         2.6638e+10      6.0839e+08             100      0.0002152        3.9644e-05    

	Display all 95 rows.

