                         FunctionName                          NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime     SelfPercentageTime
    ________________________________________________________    ________    _________    _________________    _____________    __________    ______________    _________    __________________

     'swpref.swpref>swpref.swpref'                                 14         0.52889                0                  0               0         0.19626        0.17396           0.06455    
     '@swpref\private\datastruct'                                  14        0.088623                0                  0               0        0.032886       0.088623          0.032886    
     'swpref.swpref>swpref.set_data'                              154           0.231                0                  0               0        0.085718       0.061556          0.022842    
     'swpref.swpref>swpref.get_data'                                4       0.0047043                0                  0               0       0.0017456      0.0020774        0.00077087    
     'swpref.swpref>swpref.get_set_static'                        172        0.023052                0                  0               0       0.0085539       0.023052         0.0085539    
     'swpref.swpref>swpref.check_names'                           158        0.017508                0                  0               0       0.0064969       0.017508         0.0064969    
     '@swpref\private\datastruct>mustBeInteger'                    84        0.086631                0                  0               0        0.032146       0.086631          0.032146    
     '@swpref\private\datastruct>mustBeNonnegative'                84       0.0018457                0                  0               0      0.00068489      0.0018457        0.00068489    
     '@swpref\private\datastruct>@(x)check_size(x,Size 1 )'        14       0.0079565                0                  0               0       0.0029524      0.0055938         0.0020757    

                               :                                   :            :                :                  :              :               :               :                :         

     'strtok'                                                       1       0.0082099                0                  0               0       0.0030465      0.0027796         0.0010314    
     'strtok>doStrtok'                                              1       0.0054303                0                  0               0        0.002015      0.0054303          0.002015    
     'sw_parstr'                                                    1        0.016549                0                  0               0       0.0061408      0.0083389         0.0030943    
     'sumn'                                                         1          4.3912                0         1.2825e+09               0          1.6295         4.3912            1.6295    
     'sw_resconv'                                                   1          7.7882       4.0078e+09               4096      4.0078e+09            2.89         7.7114            2.8615    
     'gaussfwhm'                                                    1        0.076754                0                  0               0        0.028481       0.076754          0.028481    
     'FMchain'                                                      1          269.49       4.2607e+10         4.2607e+10      4.1681e+09          99.999       0.000643         0.0002386    
     'run'                                                          1          269.49       4.2607e+10         4.2607e+10      4.1681e+09          99.999      0.0015233        0.00056526    
     'run_performance_tests'                                        1          269.49       4.2607e+10         4.2607e+10      4.1681e+09             100      0.0020391        0.00075665    

	Display all 86 rows.

