                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                          9         18.249        1.8595e+06         7.2016e+05           36304         48.453          3.551           9.4283     
     '@swpref/private/datastruct'                                           9         0.4533        3.8058e+05                 16            8928         1.2036         0.4533           1.2036     
     'swpref.swpref>swpref.set_data'                                       99         13.638        9.6822e+05         5.1998e+05           36304         36.209         5.5077           14.623     
     'swpref.swpref>swpref.get_data'                                        4        0.17706              9872               4832            2064         0.4701       0.073335          0.19471     
     'swpref.swpref>swpref.get_set_static'                                112         2.0755        1.5189e+05                 32            5440         5.5106         2.0755           5.5106     
     'swpref.swpref>swpref.check_names'                                   103        0.75146             22624                  0            1328         1.9952        0.75146           1.9952     
     '@swpref/private/datastruct>mustBeInteger'                            54         1.1751             93696         1.4541e+05            2832         3.1201         1.1751           3.1201     
     '@swpref/private/datastruct>mustBeNonnegative'                        54        0.51242             13888               1712            1168         1.3605        0.51242           1.3605     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                 9        0.19307             14864               2448            5152        0.51261         0.0436          0.11576     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                 9        0.19757             13056               2448            3376        0.52456       0.046354          0.12307     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                 9         0.1958             11728               2448            3328        0.51987       0.043444          0.11535     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                 9        0.19644             12080               2448            3376        0.52157       0.043427           0.1153     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                 9         0.2014             46080              36416           36304        0.53473       0.045416          0.12058     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                 9        0.19149             10688               2448            3024        0.50843       0.043259          0.11486     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                 9        0.19218             10688               2448            3024        0.51026       0.044366           0.1178     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                 9        0.19352             13328               2448            3456        0.51381       0.044129          0.11717     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'                9         0.2443             11728               2448            3376        0.64863       0.044259          0.11751     
     '@swpref/private/datastruct>check_size'                               81         1.4075             25472              33968            2304         3.7371         1.4075           3.7371     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                54        0.79353             96544              48656           34064         2.1069        0.25868          0.68682     
     '@swpref/private/datastruct>mustBeLessThan'                           54        0.53485             47024              33872           34064         1.4201        0.53485           1.4201     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'         9        0.12922             13056              10592            4352        0.34308       0.043234          0.11479     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                  9       0.085983              2416               8144            1072        0.22829       0.085983          0.22829     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               18          0.257             56656              45712           33872        0.68235       0.086371          0.22932     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,4)'                9        0.12785             10016               2448            2352        0.33945       0.043108          0.11446     
