                         FunctionName                          NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime     SelfPercentageTime
    ________________________________________________________    ________    _________    _________________    _____________    __________    ______________    _________    __________________

     'swpref.swpref>swpref.swpref'                                 19         0.44379                0                  0               0         0.27023       0.090877          0.055336    
     '@swpref\private\datastruct'                                  19        0.040497                0                  0               0        0.024659       0.040497          0.024659    
     'swpref.swpref>swpref.set_data'                              209         0.29134                0                  0               0          0.1774        0.05489          0.033423    
     'swpref.swpref>swpref.get_data'                                4       0.0026352                0                  0               0       0.0016046       0.001221        0.00074348    
     'swpref.swpref>swpref.get_set_static'                        232        0.015473                0                  0               0       0.0094217       0.015473         0.0094217    
     'swpref.swpref>swpref.check_names'                           213        0.011689                0                  0               0       0.0071178       0.011689         0.0071178    
     '@swpref\private\datastruct>mustBeInteger'                   114        0.039127                0                  0               0        0.023825       0.039127          0.023825    
     '@swpref\private\datastruct>mustBeNonnegative'               114       0.0032384                0                  0               0       0.0019719      0.0032384         0.0019719    
     '@swpref\private\datastruct>@(x)check_size(x,Size 1 )'        19       0.0075876                0                  0               0       0.0046202      0.0048364         0.0029449    

                               :                                   :            :                :                  :              :               :               :                :         

     'profile_spinwave'                                             1          164.23       4.4978e+10         3.1699e+10      4.1681e+09          99.999         1.9272            1.1735    
     'swfiles\private\sw_issymspec'                                 3       0.0010649                0                  0               0      0.00064843      0.0010649        0.00064843    
     'strtok'                                                       1       0.0025903                0                  0               0       0.0015773      0.0010632         0.0006474    
     'strtok>doStrtok'                                              1       0.0015271                0                  0               0      0.00092987      0.0015271        0.00092987    
     'sw_parstr'                                                    1       0.0087742                0                  0               0       0.0053427      0.0061839         0.0037655    
     'sumn'                                                         1          1.6267                0         1.2825e+09               0         0.99054         1.6267           0.99054    
     'sw_resconv'                                                   1           12.69       4.0079e+09                  0      4.0078e+09          7.7274         12.178            7.4153    
     'gaussfwhm'                                                    1         0.51257                0                  0               0         0.31211        0.51257           0.31211    
     'FMchain'                                                      1          164.23       4.4978e+10         3.1699e+10      4.1681e+09             100      0.0012811        0.00078008    

	Display all 90 rows.

