                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                         14         26.938        3.8885e+06         3.9184e+06      4.9731e+05         56.791         5.2633           11.096     
     '@swpref/private/datastruct'                                          14         0.6656        5.4512e+05                  0            8928         1.4032         0.6656           1.4032     
     'swpref.swpref>swpref.set_data'                                      154         20.131        2.4584e+06         2.6827e+06      4.9731e+05         42.441         8.1608           17.205     
     'swpref.swpref>swpref.get_data'                                        4        0.17245        1.0856e+05         1.0349e+05           84624        0.36356       0.070888          0.14945     
     'swpref.swpref>swpref.get_set_static'                                172         3.0486        1.3452e+06              99696      4.9731e+05          6.427         3.0486            6.427     
     'swpref.swpref>swpref.check_names'                                   158         1.1049             33184                  0            1328         2.3294         1.1049           2.3294     
     '@swpref/private/datastruct>mustBeInteger'                            84         1.7408        1.7227e+05         1.8534e+05           33664           3.67         1.7408             3.67     
     '@swpref/private/datastruct>mustBeNonnegative'                        84        0.76649             54128               3312           33424         1.6159        0.76649           1.6159     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                14        0.28938             19504               3968            5152        0.61007       0.064918          0.13686     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                14        0.28917             17696               3968            3376        0.60963       0.064916          0.13686     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                14          0.288             16368               3888            3328        0.60716       0.064706          0.13641     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                14        0.28816             16720               3968            3376         0.6075       0.064667          0.13633     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                14         0.2888             49904               3664           33152        0.60885       0.064789          0.13659     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                14        0.28709             48544               3664           33216        0.60525       0.064571          0.13613     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                14         0.2872             15328               3968            3024        0.60549       0.064587          0.13616     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                14           0.29             17968               3968            3456        0.61139       0.064927          0.13688     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'               14        0.28846             16368               3968            3376        0.60814       0.064852          0.13672     
     '@swpref/private/datastruct>check_size'                              126         2.0133             33040                  0            1376         4.2445         2.0133           4.2445     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                84         1.1524        1.2232e+05         1.9881e+06           33520         2.4295        0.38673          0.81532     
     '@swpref/private/datastruct>mustBeLessThan'                           84        0.76566             52432              33520           33520         1.6142        0.76566           1.6142     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'        14        0.19279             17696              12112            4352        0.40644       0.064609          0.13621     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                 14        0.12818              3376               8144            1072        0.27023        0.12818          0.27023     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               28        0.38483             32064              14880            4352         0.8113        0.12919          0.27237     
