                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                          9         17.175         1.936e+06         7.9672e+05           33696         47.171         3.3559           9.2169     
     '@swpref/private/datastruct'                                           9        0.43057        3.8054e+05                  0            8928         1.1825        0.43057           1.1825     
     'swpref.swpref>swpref.set_data'                                       99         12.828        1.0028e+06         5.5398e+05           33648         35.232         5.2075           14.302     
     'swpref.swpref>swpref.get_data'                                        4         0.1696              9728               4832            2064        0.46581       0.071191          0.19552     
     'swpref.swpref>swpref.get_set_static'                                112         1.9613             40752              33280            2624         5.3867         1.9613           5.3867     
     'swpref.swpref>swpref.check_names'                                   103        0.70627             56080              33456           33648         1.9397        0.70627           1.9397     
     '@swpref/private/datastruct>mustBeInteger'                            54          1.105             95008          1.137e+05            2832         3.0349          1.105           3.0349     
     '@swpref/private/datastruct>mustBeNonnegative'                        54        0.49623             13888               1712            1168         1.3629        0.49623           1.3629     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                 9        0.18497             48624              36064           33616          0.508       0.041628          0.11433     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                 9        0.18428             13200               2448            3376        0.50611       0.041439          0.11381     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                 9        0.18406             11728               2448            3328        0.50552       0.041394          0.11369     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                 9        0.18344             12224               2448            3376        0.50383       0.041377          0.11364     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                 9        0.18321             12256               2448            3408        0.50319       0.041317          0.11348     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                 9        0.18458             10688               2448            3024        0.50693       0.041162          0.11305     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                 9        0.18233             10688               2448            3024        0.50077       0.041194          0.11314     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                 9        0.18413             13328               2448            3456         0.5057       0.041362           0.1136     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'                9        0.18313             11728               2448            3376        0.50296        0.04129           0.1134     
     '@swpref/private/datastruct>check_size'                               81          1.282             58592                 16           33616         3.5209          1.282           3.5209     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                54        0.73307             63392              15648            4336         2.0134        0.24665          0.67743     
     '@swpref/private/datastruct>mustBeLessThan'                           54        0.48642             12816                864            1168         1.3359        0.48642           1.3359     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'         9        0.12338             13056              10736            4352        0.33887       0.041388          0.11367     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                  9       0.081996              2416               8288            1072         0.2252       0.081996           0.2252     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               18        0.24554             22784              11840            4352        0.67438       0.082572          0.22678     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,4)'                9        0.12201             10016               2448            2352        0.33511       0.041084          0.11284     
