                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                         14         25.638        2.3437e+06         1.0025e+06           34880         38.936         5.1569           7.8316     
     '@swpref/private/datastruct'                                          14        0.65415         5.448e+05                  0            8928        0.99345        0.65415          0.99345     
     'swpref.swpref>swpref.set_data'                                      154         18.966        9.7717e+05          6.463e+05           34880         28.802         7.9967           12.144     
     'swpref.swpref>swpref.get_data'                                        4        0.16888              9872               4832            2064        0.25647       0.069774          0.10596     
     'swpref.swpref>swpref.get_set_static'                                172         2.9858             84544              35520           33392         4.5344         2.9858           4.5344     
     'swpref.swpref>swpref.check_names'                                   158         1.0756             33184                  0            1328         1.6335         1.0756           1.6335     
     '@swpref/private/datastruct>mustBeInteger'                            84         1.7099        1.7294e+05         1.8616e+05           34880         2.5969         1.7099           2.5969     
     '@swpref/private/datastruct>mustBeNonnegative'                        84        0.75399             19648               1712            1168         1.1451        0.75399           1.1451     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                14        0.28441             19648               3968            5152        0.43193       0.063841         0.096954     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                14        0.28373             17840               3968            3376         0.4309       0.063649         0.096662     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                14        0.28331             18480               6080            3328        0.43026       0.063616         0.096612     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                14        0.28476             16864               3968            3376        0.43245       0.063686         0.096718     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                14        0.28327             16896               3968            3408         0.4302       0.063537         0.096492     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                14        0.28253             16336               4976            3024        0.42907       0.063558         0.096524     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                14        0.28202             47968              36848           32880        0.42829       0.063361         0.096225     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                14        0.28408             17968               3968            3456        0.43142       0.063865          0.09699     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'               14          0.283             18688               6288            3376        0.42978       0.063686         0.096718     
     '@swpref/private/datastruct>check_size'                              126         1.9783             69632              38320           32880         3.0044         1.9783           3.0044     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                84         1.1411             90080              23904            4336         1.7329        0.38056          0.57794     
     '@swpref/private/datastruct>mustBeLessThan'                           84        0.76052             18768                  0            1168          1.155        0.76052            1.155     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'        14        0.18946             17696              12112            4352        0.28772       0.063428         0.096327     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                 14        0.12603              3376               8144            1072         0.1914        0.12603           0.1914     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               28        0.37858             32064              14592            4352        0.57495        0.12703          0.19292     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,4)'               14        0.18853             14656               3968            2352        0.28632        0.06329         0.096117     
