                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                         14         21.298        1.6085e+07         7.0596e+06       6.548e+05         55.634         4.1646           10.879     
     '@swpref/private/datastruct'                                          14        0.52749        5.4328e+05                  0            8928         1.3779        0.52749           1.3779     
     'swpref.swpref>swpref.set_data'                                      154         15.911        1.0322e+07         5.6528e+06      5.0933e+05         41.563         6.4399           16.822     
     'swpref.swpref>swpref.get_data'                                        4         0.1376             10464               4784            2064        0.35943       0.056499          0.14758     
     'swpref.swpref>swpref.get_set_static'                                172         2.4018        4.0754e+06         2.3717e+05      5.0933e+05          6.274         2.4018            6.274     
     'swpref.swpref>swpref.check_names'                                   158        0.86944        6.9981e+05              80816      4.6424e+05         2.2711        0.86944           2.2711     
     '@swpref/private/datastruct>mustBeInteger'                            84         1.3817        1.3973e+05          1.525e+05            2832         3.6092         1.3817           3.6092     
     '@swpref/private/datastruct>mustBeNonnegative'                        84        0.60311             53328               1712           33488         1.5754        0.60311           1.5754     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                14         0.2279             20368               4624            5152        0.59531       0.051249          0.13387     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                14        0.22654             51568              37488           33504        0.59174       0.051009          0.13324     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                14        0.22642             17280               4816            3328        0.59145       0.051208          0.13376     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                14        0.22654             16944               3984            3376        0.59175        0.05084           0.1328     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                14        0.22812             16976               3984            3408         0.5959       0.051354          0.13414     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                14        0.22778             15264               3984            2880        0.59499       0.051416          0.13431     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                14        0.22762             15408               3984            3024        0.59458       0.051372          0.13419     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                14        0.22778             18736               4672            3456        0.59499       0.051526          0.13459     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'               14        0.22685             16592               3984            3376        0.59256       0.051255          0.13389     
     '@swpref/private/datastruct>check_size'                              126         1.5843             69024              34832           33504         4.1385         1.5843           4.1385     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                84        0.93395             90656         3.5134e+05            4336         2.4396        0.31415           0.8206     
     '@swpref/private/datastruct>mustBeLessThan'                           84         0.6198             18768         3.2734e+05            1168          1.619         0.6198            1.619     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'        14        0.15196             17776              12416            4352        0.39694       0.051037          0.13332     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                 14        0.10092              3248               8432            1072        0.26362        0.10092          0.26362     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               28        0.30387             32224              15056            4352        0.79375        0.10281          0.26857     
