                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                         14         20.187        2.5594e+06         1.1883e+06           43872         0.92133        4.0864            0.1865    
     '@swpref/private/datastruct'                                          14        0.53241         5.655e+05                  0            8928        0.024299       0.53241          0.024299    
     'swpref.swpref>swpref.set_data'                                      154         14.877         1.218e+06         8.8858e+05           43872         0.67897        6.2768           0.28647    
     'swpref.swpref>swpref.get_data'                                        4        0.13257             10496               4048            2080       0.0060502      0.054457         0.0024854    
     'swpref.swpref>swpref.get_set_static'                                172         2.3438        1.2797e+05              76416           43872         0.10697        2.3438           0.10697    
     'swpref.swpref>swpref.check_names'                                   158        0.85021             33584                  0            1328        0.038803       0.85021          0.038803    
     '@swpref/private/datastruct>mustBeInteger'                            84         1.3424         1.776e+05         1.9848e+05           32192        0.061265        1.3424          0.061265    
     '@swpref/private/datastruct>mustBeNonnegative'                        84         0.5871             54864              39760           33536        0.026795        0.5871          0.026795    
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                14        0.22384             19920               4176            5200        0.010216       0.05084         0.0023203    
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                14        0.22204             18096               4192            3408        0.010134      0.049781          0.002272    
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                14        0.22111             16464               4176            3360        0.010091      0.050154          0.002289    
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                14        0.22284             16976               4176            3408         0.01017      0.050164         0.0022894    
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                14        0.22119             16960               4272            3440        0.010095      0.050201         0.0022911    
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                14        0.22174             15440               4176            3056         0.01012      0.050245         0.0022931    
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                14        0.22123             15440               4176            3056        0.010097      0.050366         0.0022987    
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                14          0.225             20384               6496            3488        0.010269      0.050707         0.0023142    
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'               14        0.22452             16608               4176            3424        0.010247      0.050874         0.0023218    
     '@swpref/private/datastruct>check_size'                              126         1.5502             36656                  0            2320        0.070749        1.5502          0.070749    
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                84        0.88536             90816              25088            4384        0.040407       0.29779          0.013591    
     '@swpref/private/datastruct>mustBeLessThan'                           84        0.58758             18992                  0            1168        0.026816       0.58758          0.026816    
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'        14        0.14941             17840              12384            4400       0.0068188      0.050441         0.0023021    
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                 14       0.098966              3424               8208            1088       0.0045167      0.098966         0.0045167    
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               28        0.29513             32320              15248            4400        0.013469      0.099486         0.0045405    
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,4)'               14        0.14778             14768               4176            2384       0.0067445      0.049778         0.0022718    
