                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                         14         27.403        2.7403e+06         2.8434e+06           82496         55.661         5.3778           10.923     
     '@swpref/private/datastruct'                                          14        0.67684        5.8082e+05              35776           39808         1.3748        0.67684           1.3748     
     'swpref.swpref>swpref.set_data'                                      154         20.456        1.3705e+06         1.7316e+06           34304          41.55          8.285           16.828     
     'swpref.swpref>swpref.get_data'                                        4        0.17494              9872               4832            2064        0.35534       0.072468           0.1472     
     'swpref.swpref>swpref.get_set_static'                                172         3.1094             60896               2272            3664         6.3158         3.1094           6.3158     
     'swpref.swpref>swpref.check_names'                                   158         1.1133             33184                  0            1328         2.2612         1.1133           2.2612     
     '@swpref/private/datastruct>mustBeInteger'                            84         1.7713        2.3976e+05         1.8814e+05           33536         3.5979         1.7713           3.5979     
     '@swpref/private/datastruct>mustBeNonnegative'                        84         0.7813             19648               1712            1168          1.587         0.7813            1.587     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                14        0.29453             52976              37440           33664        0.59825       0.066091          0.13424     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                14        0.29443             17696               3968            3376        0.59805       0.065999          0.13406     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                14        0.29374             49984              37584           33616        0.59665        0.06586          0.13377     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                14        0.29298             50096              37344           34304         0.5951       0.065704          0.13346     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                14        0.29283             16752               3968            3408        0.59478       0.065754          0.13356     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                14        0.29179             15328               3968            3024        0.59267       0.065641          0.13333     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                14        0.29217             15328               3968            3024        0.59346       0.065679          0.13341     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                14        0.29364             17968               3968            3456        0.59644        0.06581          0.13367     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'               14        0.29305             16368               3968            3376        0.59523       0.065918          0.13389     
     '@swpref/private/datastruct>check_size'                              126         2.0467             99936         1.0046e+05           33664         4.1572         2.0467           4.1572     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                84          1.173             90512              23904            4336         2.3826        0.39378          0.79984     
     '@swpref/private/datastruct>mustBeLessThan'                           84        0.77923             18912                  0            1168         1.5828        0.77923           1.5828     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'        14        0.19635             17728              12112            4352        0.39881       0.065794          0.13364     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                 14        0.13055              3408               8144            1072        0.26517        0.13055          0.26517     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               28        0.39184             32064              14880            4352         0.7959         0.1315           0.2671     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,4)'               14        0.19481             14656               3968            2352        0.39569       0.065441          0.13292     
