                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                         14         19.697        2.4355e+06         1.0329e+06           33920         0.60652        3.9653            0.1221    
     '@swpref/private/datastruct'                                          14        0.50543        5.6853e+05                  0            9184        0.015563       0.50543          0.015563    
     'swpref.swpref>swpref.set_data'                                      154         14.563        1.1236e+06         7.6272e+05           33920         0.44844        6.1334           0.18886    
     'swpref.swpref>swpref.get_data'                                        4        0.13422             10496               4048            2080        0.004133      0.055405          0.001706    
     'swpref.swpref>swpref.get_set_static'                                172         2.3097             83840                832           33664         0.07112        2.3097           0.07112    
     'swpref.swpref>swpref.check_names'                                   158        0.82783             66624              33312           33472        0.025491       0.82783          0.025491    
     '@swpref/private/datastruct>mustBeInteger'                            84         1.3132        1.4848e+05         1.6104e+05            2832        0.040436        1.3132          0.040436    
     '@swpref/private/datastruct>mustBeNonnegative'                        84        0.57607             19760               1632            1168        0.017739       0.57607          0.017739    
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                14        0.21732             53472              37744           33568       0.0066916      0.049507         0.0015244    
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                14        0.21875             18048               4176            3408       0.0067359      0.050323         0.0015496    
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                14        0.21815             50304              38064           33920       0.0067173      0.049105         0.0015121    
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                14        0.21762             16944               4176            3408       0.0067009      0.048727         0.0015004    
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                14        0.21804             16976               4176            3440       0.0067138      0.050886         0.0015669    
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                14        0.21832             15408               4176            3056       0.0067225      0.049186         0.0015146    
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                14        0.21551             15408               4176            3056       0.0066362      0.048581         0.0014959    
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                14        0.21733             18048               4176            3488       0.0066921      0.048925         0.0015065    
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'               14        0.21602             16624               4176            3424       0.0066517      0.048687         0.0014992    
     '@swpref/private/datastruct>check_size'                              126         1.5131        1.0179e+05              67488           33920        0.046592        1.5131          0.046592    
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                84        0.87198             90768              25120            4384         0.02685       0.29482         0.0090783    
     '@swpref/private/datastruct>mustBeLessThan'                           84        0.57715             19008                  0            1168        0.017772       0.57715          0.017772    
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'        14        0.14579             17760              12640            4400       0.0044892      0.049161         0.0015138    
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                 14       0.096627              3392               8496            1088       0.0029754      0.096627         0.0029754    
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               28        0.28945             32224              15200            4400        0.008913      0.097426             0.003    
