                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                         14         27.065        3.6609e+06         1.1153e+06      2.6171e+05         10.339         5.2902           2.0209     
     '@swpref/private/datastruct'                                          14          0.684        5.4506e+05                  0            8928        0.26129          0.684          0.26129     
     'swpref.swpref>swpref.set_data'                                      154         20.207        2.3609e+06         7.8269e+05      2.6171e+05          7.719         8.1674             3.12     
     'swpref.swpref>swpref.get_data'                                        4        0.17477              9872               4832            2064       0.066763        0.07326         0.027986     
     'swpref.swpref>swpref.get_set_static'                                172         3.0579        8.0443e+05         1.1672e+05      1.3349e+05         1.1681         3.0579           1.1681     
     'swpref.swpref>swpref.check_names'                                   158         1.0998             33488                  0            1328        0.42011         1.0998          0.42011     
     '@swpref/private/datastruct>mustBeInteger'                            84         1.7663        2.3771e+05         2.1776e+05           33856        0.67474         1.7663          0.67474     
     '@swpref/private/datastruct>mustBeNonnegative'                        84        0.76687             19648               1712            1168        0.29295        0.76687          0.29295     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                14        0.29121             19360               3968            5152        0.11124       0.065962         0.025198     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                14         0.2908             18752               5024            3376        0.11109       0.065373         0.024973     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                14        0.28899             17440               5040            3328        0.11039       0.065358         0.024967     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                14        0.28802             50096              37344           33424        0.11002       0.064923         0.024801     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                14        0.28752             16752               3968            3408        0.10983        0.06473         0.024727     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                14        0.28797             15328               3968            3024           0.11       0.064958         0.024814     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                14        0.28924             15328               3968            3024        0.11049       0.066843         0.025534     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                14        0.28869             17968               3968            3456        0.11028       0.064849         0.024772     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'               14        0.28754             17424               5024            3376        0.10984       0.064983         0.024824     
     '@swpref/private/datastruct>check_size'                              126          2.012             69504               2128           33424        0.76859          2.012          0.76859     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                84         1.1568             90224              23904            4336        0.44189        0.39002          0.14899     
     '@swpref/private/datastruct>mustBeLessThan'                           84        0.76675             18912                  0            1168         0.2929        0.76675           0.2929     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'        14        0.19728             17696              11968            4352        0.07536       0.065098         0.024868     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                 14        0.13218              3376               8000            1072       0.050492        0.13218         0.050492     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               28        0.38518             32064              14592            4352        0.14714        0.12928         0.049387     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,4)'               14        0.19375             14656               3968            2352       0.074013       0.066583         0.025435     
