                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                          5         7.3062        1.1224e+06          4.315e+05           33856         0.34377         1.476          0.069448    
     '@swpref/private/datastruct'                                           5         0.1942         2.616e+05                832            8928       0.0091372        0.1942         0.0091372    
     'swpref.swpref>swpref.set_data'                                       55         5.3889        5.5034e+05         3.2867e+05           33856         0.25356        2.2661           0.10662    
     'swpref.swpref>swpref.get_data'                                        4        0.12966             10496               4048            2080       0.0061009      0.053464         0.0025156    
     'swpref.swpref>swpref.get_set_static'                                 64        0.88039             61168              34624           32880        0.041424       0.88039          0.041424    
     'swpref.swpref>swpref.check_names'                                    59        0.31932             14384              33280            1328        0.015025       0.31932          0.015025    
     '@swpref/private/datastruct>mustBeInteger'                            30        0.48755             61200              84464            2832         0.02294       0.48755           0.02294    
     '@swpref/private/datastruct>mustBeNonnegative'                        30        0.21347              9488               1648            1168        0.010044       0.21347          0.010044    
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                 5       0.082248             11568               1296            5200       0.0038699      0.018822         0.0008856    
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                 5       0.088314              9728               1296            3408       0.0041553      0.018607        0.00087549    
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                 5       0.081201              8112               1296            3360       0.0038206      0.018592        0.00087478    
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                 5       0.080182             42480              35152           33856       0.0037727      0.018224        0.00085746    
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                 5       0.080952              8656               1296            3440       0.0038089      0.018535         0.0008721    
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                 5       0.080898              7088               1296            3056       0.0038064      0.018478        0.00086942    
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                 5       0.079725              7088               1296            3056       0.0037512      0.018127         0.0008529    
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                 5       0.080855              9696               1280            3488       0.0038043      0.018367        0.00086419    
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'                5        0.07983              8256               1280            3424       0.0037561      0.018213        0.00085695    
     '@swpref/private/datastruct>check_size'                               45        0.56824             52592              33856           33856        0.026736       0.56824          0.026736    
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                30        0.32197             41312               8448            4384        0.015149       0.10882         0.0051201    
     '@swpref/private/datastruct>mustBeLessThan'                           30        0.21315              8432                640            1168        0.010029       0.21315          0.010029    
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'         5       0.055148              9472               9488            4400       0.0025948      0.018519        0.00087135    
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                  5       0.036629              1680               8208            1088       0.0017234      0.036629         0.0017234    
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               10        0.10711             15616               9456            4400       0.0050397      0.036175         0.0017021    
