                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                          9         13.469        1.6875e+06         7.0373e+05           34032         30.796         2.7459           6.2786     
     '@swpref/private/datastruct'                                           9         0.3574        4.2382e+05              33472           33472        0.81719         0.3574          0.81719     
     'swpref.swpref>swpref.set_data'                                       99         9.8993        7.8018e+05         4.9606e+05           34032         22.635         4.1691           9.5326     
     'swpref.swpref>swpref.get_data'                                        4        0.14624             11232               5440            2080        0.33437       0.060221           0.1377     
     'swpref.swpref>swpref.get_set_static'                                112         1.5932             37968               1632            1648         3.6429         1.5932           3.6429     
     'swpref.swpref>swpref.check_names'                                   103        0.57415             22624                  0            1328         1.3128        0.57415           1.3128     
     '@swpref/private/datastruct>mustBeInteger'                            54        0.88262          1.24e+05         1.5744e+05           25920         2.0181        0.88262           2.0181     
     '@swpref/private/datastruct>mustBeNonnegative'                        54        0.38675             47040              68336           31648        0.88431        0.38675          0.88431     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                 9        0.14618             15104               2528            5152        0.33425       0.032971         0.075389     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                 9        0.14543             13424               2528            3376        0.33253       0.032705          0.07478     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                 9        0.14463             11808               2528            3328        0.33071       0.032672         0.074705     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                 9        0.15803             12320               2528            3376        0.36133       0.033269          0.07607     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                 9        0.14834             12304               2624            3408        0.33917       0.033599         0.076825     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                 9        0.14589             10800               2544            3024        0.33358       0.032893          0.07521     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                 9        0.14514             10800               2544            3024        0.33186       0.032826         0.075057     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                 9        0.14865             47136              36240           33696        0.33989        0.03327         0.076072     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'                9        0.15545             11984               2544            3376        0.35543       0.035182         0.080444     
     '@swpref/private/datastruct>check_size'                               81         1.0384             58992              33696           33696         2.3742         1.0384           2.3742     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                54        0.58671             62992              15296            4336         1.3415         0.1984          0.45364     
     '@swpref/private/datastruct>mustBeLessThan'                           54        0.38832             13008                  0            1168        0.88789        0.38832          0.88789     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'         9       0.097946             13136              10816            4352        0.22395       0.032818         0.075039     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                  9       0.065128              2416               8288            1072        0.14892       0.065128          0.14892     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               18        0.19718             22976              12000            4352        0.45086       0.066414          0.15186     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,4)'                9       0.097366             10128               2384            2352        0.22263       0.032883         0.075187     
