                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                         20         36.895        3.7646e+06         1.6378e+06           63952         11.167         7.2249           2.1867     
     '@swpref/private/datastruct'                                          20        0.91398        7.3626e+05                880            8928        0.27663        0.91398          0.27663     
     'swpref.swpref>swpref.set_data'                                      220          27.55        1.9721e+06         1.1758e+06           63952         8.3384         11.171            3.381     
     'swpref.swpref>swpref.get_data'                                        4        0.16784              9872               4832            2064         0.0508        0.06935          0.02099     
     'swpref.swpref>swpref.get_set_static'                                244         4.1432         4.987e+05         1.1238e+05           63952          1.254         4.1432            1.254     
     'swpref.swpref>swpref.check_names'                                   224         1.4877             79504                128           33648        0.45029         1.4877          0.45029     
     '@swpref/private/datastruct>mustBeInteger'                           120         2.3782        1.9085e+05         2.3058e+05            2832        0.71981         2.3782          0.71981     
     '@swpref/private/datastruct>mustBeNonnegative'                       120         1.0571             92928              34592           33488        0.31995         1.0571          0.31995     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                20        0.39716             25072               5792            5152        0.12021       0.089342         0.027041     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                20        0.39678             24320               6848            3376        0.12009       0.088862         0.026896     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                20        0.39426             21936               5792            3328        0.11933       0.088606         0.026818     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                20        0.39566             22288               5792            3376        0.11975       0.088503         0.026787     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                20        0.39461             56992              40464           33664        0.11944       0.088663         0.026835     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                20        0.39291             20896               5792            3024        0.11892       0.088289         0.026722     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                20        0.39253             20896               5792            3024        0.11881       0.088102         0.026666     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                20        0.39482             57120              39376           33584         0.1195       0.088621         0.026823     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'               20        0.39358             21200               6800            3376        0.11912       0.088511         0.026789     
     '@swpref/private/datastruct>check_size'                              180         2.7548        1.1272e+05              69312           33664        0.83379         2.7548          0.83379     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'               120         1.5789        1.5731e+05              68096           33344        0.47788        0.53146          0.16085     
     '@swpref/private/datastruct>mustBeLessThan'                          120         1.0474             59168              33344           33344        0.31702         1.0474          0.31702     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'        20        0.26407             23264              14080            4352       0.079926       0.088579          0.02681     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                 20        0.17549              4528               8288            1072       0.053116        0.17549         0.053116     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               40        0.52651             44256              19584            4352        0.15936        0.17686          0.05353     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,4)'               20        0.26384             22064               5488            2352       0.079856       0.088249          0.02671     
