                         FunctionName                          NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime     SelfPercentageTime
    ________________________________________________________    ________    _________    _________________    _____________    __________    ______________    _________    __________________

     'swpref.swpref>swpref.swpref'                                  9          1.1355                0                  0               0        0.91125          0.2697           0.21643    
     '@swpref\private\datastruct'                                   9         0.16285                0                  0               0        0.13069         0.16285           0.13069    
     'swpref.swpref>swpref.set_data'                               99         0.67208                0                  0               0        0.53933         0.05098           0.04091    
     'swpref.swpref>swpref.get_data'                                4        0.013152                0                  0               0       0.010554       0.0064389         0.0051671    
     'swpref.swpref>swpref.get_set_static'                        112        0.028646                0                  0               0       0.022987        0.028646          0.022987    
     'swpref.swpref>swpref.check_names'                           103        0.012823                0                  0               0        0.01029        0.012823           0.01029    
     '@swpref\private\datastruct>mustBeInteger'                    54         0.11983                0                  0               0       0.096164         0.11983          0.096164    
     '@swpref\private\datastruct>mustBeNonnegative'                54         0.00173                0                  0               0      0.0013883         0.00173         0.0013883    
     '@swpref\private\datastruct>@(x)check_size(x,Size 1 )'         9        0.006133                0                  0               0      0.0049216       0.0018705          0.001501    

                               :                                   :            :                :                  :              :               :               :                :         

     'profile_spinwave'                                             1          124.61        4.607e+10         3.2789e+10      4.1681e+09            100          2.8446            2.2827    
     'swfiles\private\sw_issymspec'                                 3       0.0051839                0                  0               0        0.00416       0.0051839           0.00416    
     'strtok'                                                       1        0.010829                0                  0               0      0.0086897       0.0053388         0.0042843    
     'strtok>doStrtok'                                              1       0.0054898                0                  0               0      0.0044054       0.0054898         0.0044054    
     'sw_parstr'                                                    1        0.043681                0                  0               0       0.035053        0.032852          0.026363    
     'sumn'                                                         1          2.0355                0         1.2825e+09               0         1.6334          2.0355            1.6334    
     'sw_resconv'                                                   1           12.22       4.0079e+09                  0      4.0079e+09         9.8066          12.131            9.7345    
     'gaussfwhm'                                                    1        0.089892                0                  0               0       0.072136        0.089892          0.072136    
     'FMchain'                                                      1          124.61        4.607e+10         3.2789e+10      4.1681e+09            100       0.0002498        0.00020046    

	Display all 89 rows.

