                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                          5         10.045        1.3904e+06         8.0341e+05           55760           36.3         1.9798           7.1546     
     '@swpref/private/datastruct'                                           5        0.25752        2.5581e+05                  0            8928        0.93061        0.25752          0.93061     
     'swpref.swpref>swpref.set_data'                                       55         7.4793        7.9867e+05          6.732e+05           55760         27.028         3.0269           10.938     
     'swpref.swpref>swpref.get_data'                                        4        0.17434              9872               4832            2064        0.63003       0.072053          0.26038     
     'swpref.swpref>swpref.get_set_static'                                 64         1.1754         1.067e+05               2384            5040         4.2476         1.1754           4.2476     
     'swpref.swpref>swpref.check_names'                                    59        0.42633             14176                  0            1328         1.5406        0.42633           1.5406     
     '@swpref/private/datastruct>mustBeInteger'                            30        0.64801             60000         2.7995e+05            2832         2.3417        0.64801           2.3417     
     '@swpref/private/datastruct>mustBeNonnegative'                        30        0.28673              9088         1.0688e+05            1168         1.0361        0.28673           1.0361     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                 5          0.109             11152               1232            5152        0.39391       0.024545         0.088699     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                 5        0.10944             51280              43136           24032         0.3955       0.024677         0.089176     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                 5        0.10772              8016               1232            3328        0.38927       0.024347         0.087983     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                 5        0.10758              8368               1232            3376        0.38875       0.024279         0.087737     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                 5        0.10736              8400               1232            3408        0.38798       0.024271         0.087709     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                 5        0.10713              9456               1232            3216        0.38713       0.024349          0.08799     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                 5        0.10705              6976               1232            3024        0.38686       0.024354         0.088009     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                 5        0.10825              9616               1232            3456        0.39119       0.024323         0.087897     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'                5        0.10706              8016               1232            3376        0.38688       0.024198         0.087445     
     '@swpref/private/datastruct>check_size'                               45        0.75126             59424              41904           24032         2.7148        0.75126           2.7148     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                30        0.43046             74064              41152           33664         1.5556        0.14508          0.52429     
     '@swpref/private/datastruct>mustBeLessThan'                           30        0.28538             42208                  0           33664         1.0313        0.28538           1.0313     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'         5       0.072465              9344               9520            4352        0.26187       0.024276         0.087727     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                  5       0.048189              1648               8288            1072        0.17414       0.048189          0.17414     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               10        0.14373             15360               9264            4352        0.51939       0.048402          0.17491     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,4)'                5       0.071278              6304               1232            2352        0.25758       0.024085         0.087036     
