                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                         14         28.875         3.764e+06         2.1741e+06      3.9302e+05         55.819          5.658           10.938     
     '@swpref/private/datastruct'                                          14        0.71958        5.4501e+05                  0            8928         1.3911        0.71958           1.3911     
     'swpref.swpref>swpref.set_data'                                      154         21.534        2.4568e+06         1.8427e+06      3.9302e+05         41.628         8.6778           16.775     
     'swpref.swpref>swpref.get_data'                                        4        0.19149              9872               4832            2064        0.37019       0.073885          0.14283     
     'swpref.swpref>swpref.get_set_static'                                172          3.266        1.2462e+06                 64      3.9302e+05         6.3137          3.266           6.3137     
     'swpref.swpref>swpref.check_names'                                   158         1.1751             33056               1760            1328         2.2717         1.1751           2.2717     
     '@swpref/private/datastruct>mustBeInteger'                            84         1.9388        2.0646e+05         2.1954e+05           34720          3.748         1.9388            3.748     
     '@swpref/private/datastruct>mustBeNonnegative'                        84        0.81494             19648               1712            1168         1.5754        0.81494           1.5754     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                14        0.30972             19504               3968            5152        0.59873       0.069749          0.13484     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                14        0.30732             51280              37552           33456        0.59409       0.069014          0.13341     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                14        0.30622             16368               3968            3328        0.59197       0.069063          0.13351     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                14        0.31544             16720               3904            3376        0.60979       0.068414          0.13225     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                14         0.3045             16752               3968            3408        0.58864       0.068414          0.13225     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                14        0.31627             15328               3968            3024         0.6114       0.068376          0.13218     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                14        0.31668             15328               3968            3024        0.61219       0.068386           0.1322     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                14        0.30645             17968               3968            3456        0.59241       0.068783          0.13297     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'               14        0.30431             16368               3968            3376        0.58827       0.068504          0.13243     
     '@swpref/private/datastruct>check_size'                              126         2.1682             66624              33584           33456         4.1914         2.1682           4.1914     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                84         1.2536        1.1715e+05              64992           23424         2.4234        0.41322          0.79882     
     '@swpref/private/datastruct>mustBeLessThan'                           84        0.84036             42336              41392           23424         1.6246        0.84036           1.6246     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'        14        0.20471             17696              12112            4352        0.39574       0.068608          0.13263     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                 14        0.13611              3376               8144            1072        0.26311        0.13611          0.26311     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               28        0.40939             32064              14880            4352        0.79141        0.13715          0.26514     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,4)'               14        0.20236             14656               3968            2352         0.3912       0.068091          0.13163     
