                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                          5         9.9332        1.1188e+06         1.1275e+06           36672          20.69         2.0175           4.2023     
     '@swpref/private/datastruct'                                           5        0.26245        2.8051e+05              24640           36672        0.54666        0.26245          0.54666     
     'swpref.swpref>swpref.set_data'                                       55          7.279        5.3619e+05         1.0056e+06           33856         15.162         3.0424           6.3371     
     'swpref.swpref>swpref.get_data'                                        4        0.17642              9872               4832            2064        0.36748       0.073366          0.15282     
     'swpref.swpref>swpref.get_set_static'                                 64         1.1966             26224                 80            1648         2.4924         1.1966           2.4924     
     'swpref.swpref>swpref.check_names'                                    59        0.46546             14176                  0            1328        0.96953        0.46546          0.96953     
     '@swpref/private/datastruct>mustBeInteger'                            30        0.64205             60000              83440            2832         1.3374        0.64205           1.3374     
     '@swpref/private/datastruct>mustBeNonnegative'                        30        0.28264              9280               1712            1168        0.58873        0.28264          0.58873     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                 5        0.10786             11152               1232            5152        0.22466       0.024411         0.050846     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                 5        0.10707              9344               1232            3376        0.22301       0.024178         0.050361     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                 5        0.14514              8016         6.8902e+05            3328        0.30232       0.026071         0.054304     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                 5        0.10862              8368               1232            3376        0.22624       0.024556         0.051148     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                 5        0.10643             44384              37216           33856        0.22168       0.024292         0.050599     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                 5        0.10619              6976               1232            3024        0.22119       0.024396         0.050815     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                 5         0.1056              6976               1232            3024        0.21995       0.024273         0.050559     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                 5        0.10782              9616               1232            3456        0.22458       0.024463         0.050955     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'                5        0.10627              8016               1232            3376        0.22135       0.024222         0.050453     
     '@swpref/private/datastruct>check_size'                               45        0.78012             53472         7.2378e+05           33856         1.6249        0.78012           1.6249     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                30        0.42626             71680              38336           33136        0.88786        0.14435          0.30066     
     '@swpref/private/datastruct>mustBeLessThan'                           30        0.28191              8544                  0            1168        0.58719        0.28191          0.58719     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'         5       0.088448              9296               9472            4352        0.18423       0.024496         0.051023     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                  5       0.063952              1648               8144            1072        0.13321       0.063952          0.13321     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               10        0.14288             15360               9264            4352        0.29761       0.048299           0.1006     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,4)'                5         0.0707              6304               1232            2352        0.14726       0.024098         0.050194     
