                             FunctionName                              NumCalls    TotalTime    TotalMemAllocated    TotalMemFreed     PeakMem      PercentageTime    SelfTime    SelfPercentageTime
    ________________________________________________________________    ________    _________    _________________    _____________    __________    ______________    ________    __________________

     'swpref.swpref>swpref.swpref'                                         14         27.979        6.0655e+06         2.1444e+06      5.3621e+05         56.907         5.4612           11.108     
     '@swpref/private/datastruct'                                          14        0.69033        5.7066e+05              25616           32896         1.4041        0.69033           1.4041     
     'swpref.swpref>swpref.set_data'                                      154         20.916         3.429e+06         9.1907e+05      5.3621e+05         42.542         8.4722           17.232     
     'swpref.swpref>swpref.get_data'                                        4        0.17738              9872               4832            2064        0.36078       0.073162          0.14881     
     'swpref.swpref>swpref.get_set_static'                                172         3.1719        2.3199e+06              81488      5.3621e+05         6.4515         3.1719           6.4515     
     'swpref.swpref>swpref.check_names'                                   158         1.1377             35216               2064            1328          2.314         1.1377            2.314     
     '@swpref/private/datastruct>mustBeInteger'                            84         1.8063          1.72e+05         1.8504e+05           33344         3.6739         1.8063           3.6739     
     '@swpref/private/datastruct>mustBeNonnegative'                        84        0.79892             19648               1712            1168          1.625        0.79892            1.625     
     '@swpref/private/datastruct>@(x)check_size(x,Size 1 )'                14        0.30117             19504               3968            5152        0.61256       0.067453           0.1372     
     '@swpref/private/datastruct>@(x)check_size(x,Size 2 )'                14        0.30126             18560               4832            3376        0.61275       0.067695          0.13769     
     '@swpref/private/datastruct>@(x)check_size(x,Size 4 )'                14        0.29971             16368               3968            3328         0.6096       0.067266          0.13682     
     '@swpref/private/datastruct>@(x)check_size(x,Size 5 )'                14        0.29938             16720               3968            3376        0.60893       0.067206          0.13669     
     '@swpref/private/datastruct>@(x)check_size(x,Size 6 )'                14        0.29967             16752               3968            3408        0.60951       0.067107          0.13649     
     '@swpref/private/datastruct>@(x)check_size(x,Size 7 )'                14        0.29845             15328               3968            3024        0.60703       0.067036          0.13635     
     '@swpref/private/datastruct>@(x)check_size(x,Size 8 )'                14        0.29825             15328               3968            3024        0.60662       0.067044          0.13636     
     '@swpref/private/datastruct>@(x)check_size(x,Size 9 )'                14        0.30004             17968               3968            3456        0.61026       0.067296          0.13688     
     '@swpref/private/datastruct>@(x)check_size(x,Size 10 )'               14        0.29914             16368               3968            3376        0.60844       0.067305          0.13689     
     '@swpref/private/datastruct>check_size'                              126         2.0917             32752                864            1376         4.2543         2.0917           4.2543     
     '@swpref/private/datastruct>@(x)mustBeLessThan(x,256)'                84         1.2025             90512              23904            4336         2.4459        0.40215          0.81795     
     '@swpref/private/datastruct>mustBeLessThan'                           84        0.80039             18912                  0            1168         1.6279        0.80039           1.6279     
     '@swpref/private/datastruct>@(x)mustBeGreaterThanOrEqual(x,1)'        14        0.20087             17696              12112            4352        0.40856       0.067214          0.13671     
     '@swpref/private/datastruct>mustBeGreaterThanOrEqual'                 14        0.13366              3376               8144            1072        0.27185        0.13366          0.27185     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,1)'               28        0.40004             65552              47744           33488        0.81366        0.13428          0.27311     
     '@swpref/private/datastruct>@(x)mustBeGreaterThan(x,4)'               14        0.19917             14656               3968            2352         0.4051       0.066885          0.13604     
